BID,Suburb,Park_Name,Item_Type,Item_Description,Latitude,Longitude
220,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4912337,153.1172019
221,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4932093,153.1175187
222,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4914481,153.1178646
223,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.4932845,153.1180323
224,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4890978,153.1181015
225,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.4906155,153.1182055
226,CARINA,PRESTON ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4936939,153.1193265
227,CARINA,REMBRANDT STREET PARK,TAP COMBINATION,BUBBLER &TAP,-27.4777168,153.0944614
228,CARINA,IAN PAGE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4894553,153.1032956
229,HEMMANT,HEMMANT RECREATION RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4504307,153.1256024
230,HEMMANT,PINNIBAR STREET PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4574834,153.1286132
231,MANLY WEST,SCHOONER CIRCUIT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4713444,153.1611409
232,MURARRIE,COLMSLIE BEACH RESERVE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4502781,153.0902225
233,MURARRIE,COLMSLIE BEACH RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4511609,153.0902473
234,MURARRIE,COLMSLIE BEACH RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.450324,153.0908016
235,MURARRIE,CARNARVON WAY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4627869,153.0951182
236,MURARRIE,MOONIE AVENUE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4591908,153.0957902
237,MURARRIE,CALLIOPE CIRCUIT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4637576,153.0945359
238,MURARRIE,WYANDRA CRESCENT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4626401,153.0920968
239,MURARRIE,MINGOOLA PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4587748,153.1015471
240,TINGALPA,KIANAWAH PARK,TAP COMBINATION,BUBBLER & TAP,-27.4754126,153.1241749
241,TINGALPA,KIANAWAH PARK,TAP COMBINATION,BUBBLER & TAP,-27.4767211,153.1251946
242,TINGALPA,KIANAWAH PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4755282,153.1258585
243,TINGALPA,KIANAWAH PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4753932,153.126026
244,TINGALPA,PORTER'S PADDOCK PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4825467,153.1132804
245,TINGALPA,PORTER'S PADDOCK PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4825009,153.1140148
246,TINGALPA,PORTER'S PADDOCK PARK,TAP COMBINATION,BUBBLER & TAP,-27.4820397,153.114533
247,TINGALPA,PORTER'S PADDOCK PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4828567,153.1149273
248,TINGALPA,MEADOWLANDS PICNIC GROUND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4930969,153.1217863
249,TINGALPA,MEADOWLANDS PICNIC GROUND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4928386,153.1229012
250,TINGALPA,BOGNOR STREET PARK,BUBBLER/DRINKING FOUNTAIN,ATTACHED TO CLUBROOM,-27.4665804,153.144759
251,TINGALPA,ROBINSON PARK (TINGALPA),TAP COMBINATION,BUBBLER & TAP,-27.4696691,153.1487197
252,TINGALPA,MONTEREY CIRCUIT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4690588,153.1449372
253,TINGALPA,MACLEAY CRESCENT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4721096,153.1445398
254,TINGALPA,COOCHIN PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4708841,153.141635
255,TINGALPA,TORQUAY CRESCENT (NO.1695) PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4701531,153.1393591
256,WAKERLEY,MANLY ROAD PARK (NO.880),TAP COMBINATION,BUBBLER & 2 TAPS,-27.4780505,153.1491394
257,WAKERLEY,PHILLIPS PLACE PARK (WAKERLEY),TAP COMBINATION,BUBBLER & TAP,-27.4849559,153.1456244
258,WAKERLEY,PHILLIPS PLACE PARK (WAKERLEY),TAP COMBINATION,BUBBLER & 2 TAPS,-27.4830505,153.146156
259,WAKERLEY,PHILLIPS PLACE PARK (WAKERLEY),TAP COMBINATION,BUBBLER & TAP,-27.4838255,153.1462196
260,WAKERLEY,PHILLIPS PLACE PARK (WAKERLEY),TAP COMBINATION,BUBBLER & 2 TAPS,-27.4830614,153.1464782
261,WAKERLEY,HABITAT DRIVE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4869667,153.163336
262,WAKERLEY,ARENGA STREET PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4764955,153.1522241
263,COORPAROO,TRUNDLE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5044469,153.0575588
264,COORPAROO,MAJESTIC PARK,TAP COMBINATION,BUBBLER & TAP,-27.5087732,153.0669322
265,COORPAROO,MAJESTIC PARK,TAP COMBINATION,BUBBLER,-27.5088489,153.0675765
266,COORPAROO,MAJESTIC PARK,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.5080596,153.0676261
267,COORPAROO,LEICESTER STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4968222,153.0672302
268,GREENSLOPES,HANLON PARK,TAP COMBINATION,BUBBLER & TAP,-27.4987554,153.041907
269,GREENSLOPES,HANLON PARK,TAP COMBINATION,BUBBLER & TAP,-27.5005896,153.0427367
270,GREENSLOPES,HANLON PARK,TAP COMBINATION,TAP COMBINATION,-27.5008823,153.0427828
271,GREENSLOPES,HANLON PARK,TAP COMBINATION,TAP COMBINATION,-27.5008764,153.0428078
272,GREENSLOPES,HANLON PARK,TAP COMBINATION,TAP COMBINATION,-27.5009023,153.0430627
273,GREENSLOPES,HANLON PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.5014269,153.0430894
274,GREENSLOPES,THOMPSON ESTATE RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5052904,153.0432451
275,HOLLAND PARK,C.B.MOTT PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.516156,153.0578987
276,HOLLAND PARK,C.B.MOTT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5158402,153.0581778
277,HOLLAND PARK,C.B.MOTT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5162956,153.0582005
278,HOLLAND PARK,C.B.MOTT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5156731,153.0588962
279,HOLLAND PARK,W. J. SCOTT PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5158854,153.064769
280,HOLLAND PARK,W. J. SCOTT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5172118,153.0640102
281,HOLLAND PARK WEST,GLINDEMANN PARK,TAP COMBINATION,BUBBLER & TAP,-27.5263607,153.0702144
282,HOLLAND PARK,SEVILLE PARK,TAP COMBINATION,BUBBLER & TAP,-27.521361,153.0709431
283,HOLLAND PARK WEST,GIBSON PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5279669,153.0580318
284,BULIMBA,BULIMBA MEMORIAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4514689,153.0582139
285,BULIMBA,VIC LUCAS PARK,TAP COMBINATION,BUBBLER & TAP,-27.4436553,153.0516322
286,BULIMBA,BULIMBA RIVERSIDE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4536447,153.0537635
287,BULIMBA,BULIMBA RIVERSIDE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4540987,153.0537861
288,BULIMBA,BULIMBA RIVERSIDE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4537799,153.0544354
289,BULIMBA,BULIMBA RIVERSIDE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4540385,153.0547195
290,CAMP HILL,LAVARACK PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4896773,153.0841147
291,CAMP HILL,LAVARACK PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4899412,153.0844843
292,CAMP HILL,GARTH WEBB PARK,TAP COMBINATION,BUBBLER & TAP,-27.4882993,153.0860266
293,CAMP HILL,PERTH STREET PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4861717,153.0740433
294,CAMP HILL,PERTH STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4861725,153.0740087
295,CANNON HILL,REGENT PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4679603,153.0805452
296,HAWTHORNE,HARDCASTLE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4602636,153.0536407
297,HAWTHORNE,HAWTHORNE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4639117,153.060317
298,HAWTHORNE,HAWTHORNE PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4645952,153.0637629
299,HAWTHORNE,BARTON ROAD POCKET PARK,BUBBLER/DRINKING FOUNTAIN,APOLLO 400 DRINKING FOUNTAIN,-27.4583081,153.0534553
300,MORNINGSIDE,COLMSLIE RESERVE,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.4495804,153.0827479
301,MORNINGSIDE,COLMSLIE RESERVE,TAP COMBINATION,"BUBBLER,& TAP",-27.4502664,153.0830561
302,MORNINGSIDE,JOYCE WHITE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4675991,153.0705933
303,MORNINGSIDE,THYNNE ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.4692015,153.0702134
304,MORNINGSIDE,FITZGERALD STREET PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4767351,153.0673667
305,MORNINGSIDE,AUSTIN UHLMANN PARK,TAP COMBINATION,BUBBLER & TAP,-27.4729063,153.0807098
306,MORNINGSIDE,ALGOORI STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4629414,153.0783886
307,MORNINGSIDE,YORK STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4607554,153.0779923
308,MORNINGSIDE,KERALGERIE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4735258,153.079181
309,MORNINGSIDE,KERALGERIE PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4737658,153.0795447
310,NORMAN PARK,WILSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.4769165,153.0575397
311,NORMAN PARK,VECTIS STREET PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4801194,153.0579365
312,NORMAN PARK,PATTISON PARK,TAP COMBINATION,BUBBLER & TAP (ANTIVANDAL),-27.4801617,153.0665749
313,EIGHT MILE PLAINS,HOLMEAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.5685291,153.0910123
314,EIGHT MILE PLAINS,HOLMEAD PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5682332,153.0911588
315,EIGHT MILE PLAINS,BOORALA CRESCENT PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5682397,153.0965273
316,EIGHT MILE PLAINS,MAISIE DIXON PARK,TAP COMBINATION,BUBBLER & TAP,-27.5676139,153.0999792
317,EIGHT MILE PLAINS,BRAMPTON STREET PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5722713,153.0986141
318,EIGHT MILE PLAINS,HOLMEAD ROAD PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5751084,153.1025909
319,MOUNT GRAVATT EAST,PANORAMA PLACE PARK,TAP COMBINATION,TAP COMBINATION,-27.5259263,153.0790687
320,MANSFIELD,BROADWATER PICNIC GROUND PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.5445483,153.1112842
321,MANSFIELD,BROADWATER PICNIC GROUND PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.544323,153.1112101
322,MANSFIELD,BROADWATER PICNIC GROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.543497,153.1132033
323,MOUNT GRAVATT EAST,GEOFF TOAKLEY PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5401927,153.0847147
324,UPPER MOUNT GRAVATT,ABBEVILLE STREET PARK,TAP COMBINATION,BUBBLER TAP & DOG BOWL,-27.5446933,153.0896524
325,UPPER MOUNT GRAVATT,MT GRAVATT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5556575,153.0792079
326,WISHART,BOORABBIN PICNIC GROUND,TAP COMBINATION,BUBBLER & TAP,-27.5529336,153.1111264
327,WISHART,WISHART COMMUNITY PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5604615,153.1033161
328,WISHART,BERKSHIRE CRESCENT PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5485972,153.099469
329,WISHART,BERKSHIRE CRESCENT PARK,TAP COMBINATION,BUBBLER & TAP,-27.5491594,153.0997118
330,WISHART,WISHART NATURE RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5567966,153.0940438
331,LOTA,LOTA CAMPING RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4665736,153.1921587
332,LOTA,LOTA CAMPING RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.466955,153.1922147
333,LOTA,LOTA CAMPING RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4653126,153.1924139
334,LOTA,LOTA CAMPING RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4658538,153.1925258
335,LOTA,LOTA CAMPING RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4675456,153.193017
336,LOTA,ED DEVENPORT ROTARY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4690318,153.1892223
337,LOTA,FIG TREE POINT PARK (ROAD RESERVE),TAP COMBINATION,BUBBLER & TAP,-27.4682391,153.1931675
338,LOTA,LOTA POINT PARK (ROAD RESERVE),TAP COMBINATION,BUBBLER & TAP,-27.4740675,153.192799
339,MANLY,BAYSIDE PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4521246,153.1873355
340,MANLY,BAYSIDE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4512364,153.1865562
341,MANLY,BAYSIDE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4523024,153.1866968
342,MANLY,BAYSIDE PARK,TAP COMBINATION,BUBBLER & TAP,-27.453235,153.1866631
343,MANLY,BAYSIDE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4527852,153.1873358
344,MANLY,GEORGE CLAYTON PARK,BUBBLER/DRINKING FOUNTAIN,PATH BUBBLER,-27.4461407,153.1834949
345,MANLY,GEORGE CLAYTON PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4467881,153.1845828
346,MANLY,LITTLE BAYSIDE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4542754,153.1866021
347,MANLY,LITTLE BAYSIDE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4536258,153.1869813
348,MANLY,DARLING POINT PARK (ROAD RESERVE),TAP COMBINATION,BUBBLER & TAP,-27.4482778,153.1871769
349,MANLY,DARLING POINT PARK (ROAD RESERVE),TAP COMBINATION,BUBBLER & 2 TAPS,-27.4477258,153.1879115
350,MANLY,RQYS PORT CENTRE PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.461281,153.1910248
351,MANLY WEST,STANNARD ROAD PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4611076,153.1686368
352,MANLY WEST,HEERS PARK,TAP COMBINATION,BUBBLER & TAP,-27.4623475,153.1612675
353,MANLY WEST,LEWIS PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4658309,153.1560807
354,WYNNUM,GREENE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4357289,153.1733338
355,WYNNUM,KITCHENER PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4440849,153.1667408
356,WYNNUM,ELANORA PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4265139,153.1675469
357,WYNNUM,ELANORA PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4273673,153.1680152
358,WYNNUM,MORETON BAY LIONS PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.451752,153.169607
359,WYNNUM,WYNNUM MEMORIAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4535435,153.1742884
360,WYNNUM,WYNNUM WADING POOL PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4417245,153.1760152
361,WYNNUM,WYNNUM WADING POOL PARK,TAP COMBINATION,BUBBLER & TAP,-27.441522,153.1757458
362,WYNNUM,WYNNUM WADING POOL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4415185,153.1757933
363,WYNNUM,WYNNUM WADING POOL PARK,TAP COMBINATION,DRINKING FOUNTAIN AND DOG TAP,-27.4422853,153.1764253
364,WYNNUM,WYNNUM WADING POOL PARK,TAP COMBINATION,DRINKING FOUNTAIN AND DOG TAP,-27.4428158,153.1777701
365,WYNNUM,WYNNUM WADING POOL PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4447484,153.1800724
366,WYNNUM,BREAKWATER PARK,TAP COMBINATION,WHEEL CHAIR ACCESSIBLE FOUNTAIN WITH DOG,-27.4362592,153.1741828
367,WYNNUM WEST,PRIMROSE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5018001,153.1836853
368,WYNNUM WEST,KIANAWAH ROAD PARK (NO.330),BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4572692,153.1470966
369,WYNNUM WEST,KIANAWAH ROAD PARK (NO.330),TAP COMBINATION,BUBBLER & TAP,-27.4577232,153.1470195
370,WYNNUM WEST,EVELYN ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.4517499,153.1450552
371,WYNNUM WEST,EVELYN ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.4518784,153.1452919
372,BALD HILLS,CANTERBURY PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.304514,153.0072084
373,BALD HILLS,CANTERBURY PARK,TAP COMBINATION,BUBBLER & TAP,-27.3061711,153.00746
374,BALD HILLS,CANTERBURY PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3048017,153.0083633
375,BALD HILLS,CANTERBURY PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3038152,153.0085463
376,BALD HILLS,BERT WOLFE PARK,TAP COMBINATION,BUBBLER & TAP,-27.3136699,153.0088697
377,BALD HILLS,KLUVER STREET LIONS PARK,BUBBLER/DRINKING FOUNTAIN,KNEE HEIGHT BUBBLER,-27.316533,153.0131957
378,BALD HILLS,GUS DAVIES PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3071373,153.0197208
379,BALD HILLS,GUS DAVIES PARK,TAP COMBINATION,"BUBBLER, TAP AND DOG BOWL - SMALL DOGS",-27.3068342,153.0200072
380,BALD HILLS,THOMAS GRAY PARK,BUBBLER/DRINKING FOUNTAIN,KNEE HEIGHT BUBBLER,-27.3074797,153.0154704
381,BALD HILLS,TINCHI TAMBA WETLANDS RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.306694,153.025224
382,BRACKEN RIDGE,MCPHERSON PARK,BUBBLER/DRINKING FOUNTAIN,900MM TROUGH WITH TWO BUBBLERS,-27.3219532,153.0421764
383,BRACKEN RIDGE,MCPHERSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.3220093,153.0416995
384,BRACKEN RIDGE,MCPHERSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.3221596,153.0420839
385,BRACKEN RIDGE,MCPHERSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.3224939,153.042375
386,BRACKEN RIDGE,MCPHERSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.3228532,153.0426316
387,BRACKEN RIDGE,FERGUSON PARK (BRACKEN RIDGE),BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.317902,153.0365307
388,BRACKEN RIDGE,FERGUSON PARK (BRACKEN RIDGE),BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3180232,153.0369838
389,BRACKEN RIDGE,C. SLAUGHTER PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3269113,153.0358438
390,BRACKEN RIDGE,ISAAC BEST PARK,TAP COMBINATION,BUBBLER & TAP,-27.3190576,153.0209038
391,BRACKEN RIDGE,WENDY TURNBULL PARK,BUBBLER/DRINKING FOUNTAIN,BOWL STYLE,-27.3304631,153.036381
392,BRACKEN RIDGE,ENBROOK PARKLAND,TAP COMBINATION,BUBBLER & TAP,-27.3308649,153.0290149
393,BRACKEN RIDGE,BARRETT STREET PARK (WATER RESERVE),TAP COMBINATION,BUBBLER & 2 TAPS,-27.3201124,153.0313888
394,BRACKEN RIDGE,BARRETT STREET PARK (WATER RESERVE),TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.321252,153.0315445
395,BRACKEN RIDGE,BARRETT STREET PARK (WATER RESERVE),TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.3214889,153.0323929
396,BRIDGEMAN DOWNS,TRAVORTEN DRIVE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3336358,153.0051778
397,CARSELDINE,ASPLEY REST PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.355838,153.0153675
398,CARSELDINE,PHILIP VAUGHAN PARK,TAP COMBINATION,BUBBLER & TAP,-27.3591606,153.008352
399,CARSELDINE,CHATEAU STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.3466626,153.0084237
400,CARSELDINE,NILKERIE STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.3462743,153.0253083
401,CARSELDINE,BENSARA PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.3571872,153.0093301
402,CARSELDINE,MATTHEW GARDINER PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3506814,153.0203145
403,CARSELDINE,MATISSE STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.3450881,153.0206711
404,CARSELDINE,STRAWBERRY FARM PARK,TAP COMBINATION,BUBBLER & TAP,-27.3482102,153.0139856
405,CARSELDINE,PAT RAFTER PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3408525,153.009171
406,CARSELDINE,PAT RAFTER PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3413786,153.009444
407,CARSELDINE,COWIE ROAD PARK,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER APOLLO 800,-27.3392412,153.0198251
408,FITZGIBBON,BILL BROWN SPORTS RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER WITH DOG BOWL,-27.33929,153.034919
409,FITZGIBBON,BILL BROWN SPORTS RESERVE,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.3395975,153.0350706
410,FITZGIBBON,BILL BROWN SPORTS RESERVE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3395497,153.035816
411,ZILLMERE,LEN TREZONA PARK,TAP COMBINATION,BUBBLER & TAP,-27.3634681,153.0367408
412,BOONDALL,BOONDALL PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3380517,153.0560519
413,BOONDALL,BOONDALL PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3381516,153.056455
414,BOONDALL,DONNA PHILP PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3514118,153.0651108
415,BOONDALL,DONNA PHILP PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3528913,153.0652165
416,BOONDALL,FRANK SLEEMAN PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.361079,153.0588507
417,BOONDALL,KEPPEL STREET PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3442178,153.0550361
418,BOONDALL,MULBEAM PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3514461,153.053175
419,BOONDALL,MULBEAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3518784,153.0531187
420,BOONDALL,MULBEAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3521438,153.0537603
421,BOONDALL,MULBEAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3517942,153.0538676
422,BOONDALL,MULBEAM PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3513526,153.0539053
423,BOONDALL,NORTHUMBRIA ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3576847,153.0732064
424,BOONDALL,NORTHUMBRIA ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3575173,153.0732459
425,BOONDALL,NORTHUMBRIA ROAD PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.356903,153.0733973
426,BOONDALL,NORTHUMBRIA ROAD PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.3572916,153.0738424
427,BRIGHTON,BRIGHTON PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.2827333,153.0609466
428,BRIGHTON,DECKER PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.2863752,153.0632041
429,BRIGHTON,DECKER PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.2862861,153.0644023
430,BRIGHTON,DECKER PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.2850668,153.0645445
431,BRIGHTON,DECKER PARK,TAP COMBINATION,BUBBLER & TAP,-27.2853282,153.0646342
432,BRIGHTON,TENTH AVENUE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3071052,153.0646268
433,BRIGHTON,SANDGATE THIRD LAGOON RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.3095963,153.0544998
434,BRIGHTON,SANDGATE THIRD LAGOON RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.3101869,153.0556619
435,DEAGON,DEAGON SPORTSGROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.3219737,153.0623655
436,DEAGON,DEAGON SPORTSGROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.3207075,153.0632381
437,DEAGON,STANLEY PARK,TAP COMBINATION,BUBBLER & TAP,-27.3251427,153.0661265
438,SANDGATE,SANDGATE FORESHORES PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3121104,153.0686683
439,SANDGATE,SANDGATE FORESHORES PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN WITH BOWL AND DRAIN,-27.3203308,153.0749338
440,SANDGATE,SANDGATE FORESHORES PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN WITH BOWL AND DRAIN,-27.323222,153.0840655
